Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-7bvc,Randomise questionnaire elements?,age,english,english-text,english-quantised,nationality,nationality-text,nationality-quantised,sex,sex-text,sex-quantised,ethnic,ethnic-text,ethnic-quantised,income,income-text,income-quantised,class,class-text,class-quantised,edu,edu-text,edu-quantised,employ,employ-text,employ-quantised,END QUESTIONNAIRE
1,1626529932325,17/07/2021 13:52:12,1626529932234,1,17/07/2021 14:52:12,57003,8,questionnaire-4c1e,,14410549,5edf40b821cf561f8f228912,4286885,,complete,,60f2df087b85da749f01d439,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1920x1080,1920x911,,,,Exp 2_group and demographics,4,booked,No,29,No,,2,Turkish,,209,Female,,1,Other White Background,,2,£25 001 – £35 000,,3,Middle,,3,Postgraduate degree/ Equivalent,,5,Student,,4,45505
1,1626771529518,20/07/2021 08:58:49,1626771529392,1,20/07/2021 09:58:49,57003,8,questionnaire-4c1e,,14462200,5eb9b2c11765430db47cdf0b,4300220,,complete,,60f68f7a3c379ea1e69194ac,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1440x900,1440x820,,,,Exp 2_group and demographics,4,booked,No,20,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£35 001 - £45 000,,4,Lower-middle,,2,Degree/ Equivalent,,4,Student,,4,49871
1,1626772052793,20/07/2021 09:07:32,1626772052630,1,20/07/2021 10:07:32,57003,8,questionnaire-4c1e,,14462313,5efe07a08ce2d32bb2c5a1fd,4300267,,complete,,60f691a486a6bd28fc271f4c,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 12.0.3,1366x768,1366x705,,,,Exp 2_group and demographics,4,booked,No,26,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£55 001 - £65 000,,6,Middle,,3,Degree/ Equivalent,,4,Full-time,,1,34913
1,1626772833114,20/07/2021 09:20:33,1626772833055,1,20/07/2021 10:20:33,57003,8,questionnaire-4c1e,,14462576,60f2b4eecec1ef59ec51a633,4300318,,complete,,60f6940375cedceee3b18014,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1,1440x900,1324x743,,,,Exp 2_group and demographics,4,booked,No,41,No,,2,Greek,,85,Female,,1,Other White Background,,2,> £100 000,,10,Middle,,3,Postgraduate degree/ Equivalent,,5,Self-employed,,3,51569
1,1626774298173,20/07/2021 09:44:58,1626774305111,1,20/07/2021 10:45:05,57003,8,questionnaire-4c1e,,14463047,5fcfbbbecb4eac0fd9a98865,4300474,,complete,,60f69a05c56e8dab5e9be438,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x625,,,,Exp 2_group and demographics,4,booked,No,27,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,<£15 000,,1,Lower-middle,,2,Higher education,,3,Student,,4,34621
1,1626774717002,20/07/2021 09:51:57,1626774714385,1,20/07/2021 10:51:54,57003,8,questionnaire-4c1e,,14463190,60f5584239ade27a182163bf,4300515,,complete,,60f69bda415555442de08687,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1280x577,,,,Exp 2_group and demographics,4,booked,No,28,Yes,,1,English,,69,Male,,2,English/Welsh/Scottish/Northern Irish/British,,1,£15 001 - £25 000,,2,Working,,1,Postgraduate degree/ Equivalent,,5,Student,,4,47120
1,1626775069558,20/07/2021 09:57:49,1626775069451,1,20/07/2021 10:57:49,57003,8,questionnaire-4c1e,,14463333,56cb9da4edf8da00066e7028,4300544,,complete,,60f69cc224f82da154fea5a1,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 91.0.4472.106,1280x800,1277x697,,,,Exp 2_group and demographics,4,booked,No,26,Yes,,1,British,,26,Non-binary,,3,Asian/ Asian British,,4,£35 001 - £45 000,,4,Working,,1,Degree/ Equivalent,,4,Self-employed,,3,28078
1,1626775909521,20/07/2021 10:11:49,1626775910085,1,20/07/2021 11:11:50,57003,8,questionnaire-4c1e,,14463794,56a8bccb7f24720006942472,4300683,,complete,,60f6a0803abf6b58520696cc,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1920x937,,,,Exp 2_group and demographics,4,booked,No,54,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£65 001 - £75 000,,7,Middle,,3,A-Levels/ Equivalent,,2,Self-employed,,3,55750
1,1626777725156,20/07/2021 10:42:05,1626777725078,1,20/07/2021 11:42:05,57003,8,questionnaire-4c1e,,14464683,5af4878420299700016d099c,4300892,,complete,,60f6a74f7b5474c7652785fe,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1500x1000,1500x889,,,,Exp 2_group and demographics,4,booked,No,18,Yes,,1,English,,69,Male,,2,English/Welsh/Scottish/Northern Irish/British,,1,£25 001 – £35 000,,3,Working,,1,Degree/ Equivalent,,4,Full-time,,1,44255
1,1626777863466,20/07/2021 10:44:23,1626777863846,1,20/07/2021 11:44:23,57003,8,questionnaire-4c1e,,14464744,5af40d8508c1ae000172a3a1,4300923,,complete,,60f6a859aabe102e79b2587d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,3072x1728,1442x1282,,,,Exp 2_group and demographics,4,booked,No,18,Yes,,1,British,,26,Male,,2,Other White Background,,2,£65 001 - £75 000,,7,Middle,,3,Postgraduate degree/ Equivalent,,5,Full-time,,1,46892
1,1626777874836,20/07/2021 10:44:34,1626777874051,1,20/07/2021 11:44:34,57003,8,questionnaire-4c1e,,14464749,6094579e77211a82b7f3c08d,4300924,,complete,,60f6a82d6c75f3f0ff4fab11,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1536x864,1536x726,,,,Exp 2_group and demographics,4,booked,No,25,No,,2,Indian,,97,Male,,2,Asian/ Asian British,,4,<£15 000,,1,Lower-middle,,2,Postgraduate degree/ Equivalent,,5,Unemployed,,5,39176
1,1626778203549,20/07/2021 10:50:03,1626778206787,1,20/07/2021 11:50:06,57003,8,questionnaire-4c1e,,14464944,5eebe3d7b1914c17e6208284,4300939,,complete,,60f6a925ecb522292df31d0e,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1518x730,,,,Exp 2_group and demographics,4,booked,No,31,Yes,,1,South African,,186,Female,,1,Other White Background,,2,£25 001 – £35 000,,3,Middle,,3,Degree/ Equivalent,,4,Full-time,,1,56689
1,1626778245642,20/07/2021 10:50:45,1626778247352,1,20/07/2021 11:50:47,57003,8,questionnaire-4c1e,,14464965,60df0256cadc8a5d890d8ebb,4300959,,complete,,60f6a98402ac4698cfeb05f3,computer,Desktop or Laptop,Windows 10,Firefox 89.0,1459x821,1459x681,,,,Exp 2_group and demographics,4,booked,No,31,Yes,,1,British,,26,Male,,2,English/Welsh/Scottish/Northern Irish/British,,1,<£15 000,,1,Lower-middle,,2,Postgraduate degree/ Equivalent,,5,Unemployed,,5,20494
1,1626778369544,20/07/2021 10:52:49,1626778369360,1,20/07/2021 11:52:49,57003,8,questionnaire-4c1e,,14465042,5c4783f5c41b2a000183a24d,4300971,,complete,,60f6a9fd7148e4c90b36b018,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 14.1.1,1280x800,1159x667,,,,Exp 2_group and demographics,4,booked,No,54,Yes,,1,Irish,,101,Female,,1,Other White Background,,2,> £100 000,,10,Working,,1,Degree/ Equivalent,,4,Unemployed,,5,47261
1,1626778580269,20/07/2021 10:56:20,1626778581810,1,20/07/2021 11:56:21,57003,8,questionnaire-4c1e,,14465153,60ddd5f2364e8e1518b79f61,4301001,,complete,,60f6aac766530c90ad60e993,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.70,1536x864,1536x754,,,,Exp 2_group and demographics,4,booked,No,20,Yes,,1,Namibian,,144,Female,,1,Black/African/Caribbean/Black British,,5,£35 001 - £45 000,,4,Middle,,3,A-Levels/ Equivalent,,2,Student,,4,63605
1,1626778615643,20/07/2021 10:56:55,1626778615540,1,20/07/2021 11:56:55,57003,8,questionnaire-4c1e,,14465170,60ef1fb9404a8a57e6907418,4301015,,complete,,60f6ab2081e6f4b92c3146a0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1263x700,,,,Exp 2_group and demographics,4,booked,No,20,Yes,,1,British,,26,Female,,1,Mixed/multiple ethnic groups,,3,<£15 000,,1,Middle,,3,Degree/ Equivalent,,4,Student,,4,38725
1,1626778815571,20/07/2021 11:00:15,1626778815445,1,20/07/2021 12:00:15,57003,8,questionnaire-4c1e,,14465255,5e682f7b30914f0ed798df97,4300966,,complete,,60f6a98a748c2332a61cb623,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.1,1280x800,1280x649,,,,Exp 2_group and demographics,4,booked,No,24,Yes,,1,British,,26,Female,,1,Asian/ Asian British,,4,£15 001 - £25 000,,2,Middle,,3,Degree/ Equivalent,,4,Full-time,,1,27658
1,1626779099373,20/07/2021 11:04:59,1626779100773,1,20/07/2021 12:05:00,57003,8,questionnaire-4c1e,,14465365,5dd5b7e718beb657ad00c313,4301017,,complete,,60f6ab1303c1fb2e3cb2b855,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1707x770,,,,Exp 2_group and demographics,4,booked,No,33,Yes,,1,British,,26,Male,,2,English/Welsh/Scottish/Northern Irish/British,,1,£85 001 - £99 999,,9,Middle,,3,Degree/ Equivalent,,4,Full-time,,1,36950
1,1626783764619,20/07/2021 12:22:44,1626783764645,1,20/07/2021 13:22:44,57003,8,questionnaire-4c1e,,14466940,5ef1f7026343e20b931a0cb0,4301537,,complete,,60f6befed710d04a0db284c9,computer,Desktop or Laptop,Windows 10,Firefox 90.0,1536x864,1536x711,,,,Exp 2_group and demographics,4,booked,No,35,Yes,,1,Maltese,,129,Female,,1,Other White Background,,2,£55 001 - £65 000,,6,Lower-middle,,2,Degree/ Equivalent,,4,Full-time,,1,43604
1,1626775949495,20/07/2021 10:12:29,1626775943560,1,20/07/2021 11:12:23,57003,8,questionnaire-4c1e,,14463813,5d53ddf96937fb000171d892,4300681,,complete,,60f8083b8d5f3dccdcc40bcd,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1397x786,1396x642,,,,Exp 2_group and demographics,4,booked,No,58,Yes,,1,Irish,,101,Male,,2,English/Welsh/Scottish/Northern Irish/British,,1,£55 001 - £65 000,,6,Middle,,3,Postgraduate degree/ Equivalent,,5,Full-time,,1,68263
1,1626861382695,21/07/2021 09:56:22,1626861382535,1,21/07/2021 10:56:22,57003,8,questionnaire-4c1e,,14489454,5ed2267bcbaa8901db8b2a4f,4310770,,complete,,60f7ee9873d96be3fb48e4c3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.164,1440x900,1282x704,,,,Exp 2_group and demographics,4,booked,No,36,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£65 001 - £75 000,,7,Middle,,3,Degree/ Equivalent,,4,Full-time,,1,53857
1,1626861662683,21/07/2021 10:01:02,1626861663364,1,21/07/2021 11:01:03,57003,8,questionnaire-4c1e,,14489549,60f57f018f5eec24054826f4,4310794,,complete,,60f7ef1a11f89cadbe979663,computer,Desktop or Laptop,Chromium OS 13904.55.0,Chrome 91.0.4472.102,1366x912,1366x761,,,,Exp 2_group and demographics,4,booked,No,51,Yes,,1,Irish,,101,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£55 001 - £65 000,,6,Middle,,3,Postgraduate degree/ Equivalent,,5,Unemployed,,5,52146
1,1626862376052,21/07/2021 10:12:56,1626862375906,1,21/07/2021 11:12:55,57003,8,questionnaire-4c1e,,14489827,5fad05ebad01e3354369e1c8,4310884,,complete,,60f7f296c4257e09d2bc8dbc,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.77,1440x900,1433x754,,,,Exp 2_group and demographics,4,booked,No,24,Yes,,1,Hong Konger,,94,Female,,1,Asian/ Asian British,,4,<£15 000,,1,Middle,,3,Postgraduate degree/ Equivalent,,5,Student,,4,31720
1,1626863736070,21/07/2021 10:35:36,1626863735358,1,21/07/2021 11:35:35,57003,8,questionnaire-4c1e,,14490590,60e0d17bca48675fd8d70872,4311037,,complete,,60f7f73845f47f23ebc7db13,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1536x864,1536x722,,,,Exp 2_group and demographics,4,booked,No,22,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£35 001 - £45 000,,4,Working,,1,Degree/ Equivalent,,4,Unemployed,,5,63282
1,1626865615586,21/07/2021 11:06:55,1626865613520,1,21/07/2021 12:06:53,57003,8,questionnaire-4c1e,,14491513,60bff9b7d3f01e098febd141,4311286,,complete,,60f7fe2c20f9e03940ecbfa2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1280x800,993x618,,,,Exp 2_group and demographics,4,booked,No,18,Yes,,1,Nigerian,,149,Female,,1,Black/African/Caribbean/Black British,,5,£45 001 - £55 000,,5,Working,,1,A-Levels/ Equivalent,,2,Student,,4,52620
1,1626865801661,21/07/2021 11:10:01,1626865801471,1,21/07/2021 12:10:01,57003,8,questionnaire-4c1e,,14491573,6040c523d47d95000b02087e,4311342,,complete,,60f8000644ae33177e85f837,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.93,1440x900,1165x764,,,,Exp 2_group and demographics,4,booked,No,21,Yes,,1,Swiss,,198,Female,,1,Mixed/multiple ethnic groups,,3,£85 001 - £99 999,,9,Upper-middle,,4,Postgraduate degree/ Equivalent,,5,Part-time,,2,36773
1,1626865961859,21/07/2021 11:12:41,1626865962879,1,21/07/2021 12:12:42,57003,8,questionnaire-4c1e,,14491628,5fca594a2efaca65006df530,4311352,,complete,,60f80073dda7b332b5f7f31d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1536x864,1536x722,,,,Exp 2_group and demographics,4,booked,No,28,No,,2,Portuguese,,165,Female,,1,Other White Background,,2,£25 001 – £35 000,,3,Working,,1,Degree/ Equivalent,,4,Full-time,,1,72245
1,1626866172832,21/07/2021 11:16:12,1626866172424,1,21/07/2021 12:16:12,57003,8,questionnaire-4c1e,,14491717,56e59c6db2093a000d4f1826,4311371,,complete,,60f801217b5bdd2f885f2779,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1366x768,1366x657,,,,Exp 2_group and demographics,4,booked,No,52,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£15 001 - £25 000,,2,Working,,1,A-Levels/ Equivalent,,2,Full-time,,1,54612
1,1626866187610,21/07/2021 11:16:27,1626866187245,1,21/07/2021 12:16:27,57003,8,questionnaire-4c1e,,14491725,5f292fcf1c0b59026ec1c55b,4311381,,complete,,60f8014ece74b85955a0ce1c,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 91.0.4472.114,1440x900,1440x789,,,,Exp 2_group and demographics,4,booked,No,21,Yes,,1,British,,26,Female,,1,Black/African/Caribbean/Black British,,5,£65 001 - £75 000,,7,Lower-middle,,2,A-Levels/ Equivalent,,2,Student,,4,51231
1,1626866593844,21/07/2021 11:23:13,1626866593680,1,21/07/2021 12:23:13,57003,8,questionnaire-4c1e,,14491914,5c34ca3ea8a2e200012d1883,4311420,,complete,,60f802780b40348d308aeecb,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1920x1200,1461x878,,,,Exp 2_group and demographics,4,booked,No,39,Yes,,1,English,,69,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£35 001 - £45 000,,4,Lower-middle,,2,A-Levels/ Equivalent,,2,Full-time,,1,38462
1,1626866730911,21/07/2021 11:25:30,1626866730664,1,21/07/2021 12:25:30,57003,8,questionnaire-4c1e,,14491965,5c7fb5f2e87c1c00168a7de3,4311471,,complete,,60f80378cda94751ebb7727d,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1536x864,1536x722,,,,Exp 2_group and demographics,4,booked,No,18,Yes,,1,British,,26,Male,,2,English/Welsh/Scottish/Northern Irish/British,,1,£15 001 - £25 000,,2,Lower-middle,,2,Postgraduate degree/ Equivalent,,5,Unemployed,,5,33586
1,1626866761130,21/07/2021 11:26:01,1626866761424,1,21/07/2021 12:26:01,57003,8,questionnaire-4c1e,,14491977,5422ae1afdf99b328c91b203,4311467,,complete,,60f8035dec642b2b2aa70386,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x657,,,,Exp 2_group and demographics,4,booked,No,40,Yes,,1,English,,69,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£35 001 - £45 000,,4,Middle,,3,Degree/ Equivalent,,4,Full-time,,1,29603
1,1626866954374,21/07/2021 11:29:14,1626866954314,1,21/07/2021 12:29:14,57003,8,questionnaire-4c1e,,14492049,5c597bc54d0f2b0001f3dd0f,4311494,,complete,,60f804433b187e881caf0bb4,computer,Desktop or Laptop,Mac OS 10.13.6,Safari 13.1.2,2048x1152,1209x882,,,,Exp 2_group and demographics,4,booked,No,38,Yes,,1,Spanish,,189,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£55 001 - £65 000,,6,Middle,,3,Degree/ Equivalent,,4,Part-time,,2,46835
1,1626867234401,21/07/2021 11:33:54,1626867233071,1,21/07/2021 12:33:53,57003,8,questionnaire-4c1e,,14492175,5c46c60f5aca820001f7d05d,4311505,,complete,,60f804737fc1ee4624ee7f19,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1366x768,1366x657,,,,Exp 2_group and demographics,4,booked,No,43,Yes,,1,English,,69,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,<£15 000,,1,Working,,1,A-Levels/ Equivalent,,2,Part-time,,2,50779
1,1626867506539,21/07/2021 11:38:26,1626867508299,1,21/07/2021 12:38:28,57003,8,questionnaire-4c1e,,14492284,57e508cec3e5930001447391,4311537,,complete,,60f8058ef5f7478cccc1581b,computer,Desktop or Laptop,Chromium OS 13505.100.0,Chrome 87.0.4280.142,1366x768,1366x649,,,,Exp 2_group and demographics,4,booked,No,35,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£35 001 - £45 000,,4,Lower-middle,,2,Degree/ Equivalent,,4,Part-time,,2,56605
1,1626867568479,21/07/2021 11:39:28,1626867580765,1,21/07/2021 12:39:40,57003,8,questionnaire-4c1e,,14492319,604f6f791712923fc3796cd9,4311569,,complete,,60f806a69c5703fdcac4b84f,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1920x937,,,,Exp 2_group and demographics,4,booked,No,18,Yes,,1,British,,26,Female,,1,Asian/ Asian British,,4,£75 001 - £85 000,,8,Working,,1,Degree/ Equivalent,,4,Full-time,,1,40292
1,1626776002876,20/07/2021 10:13:22,1626776004875,1,20/07/2021 11:13:24,57003,8,questionnaire-4c1e,,14463828,60dc6628ad5b9a251cef80fa,4300712,,complete,,60f6a15160d173ad30f7f221,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x754,,,,Exp 2_group and demographics,4,booked,No,21,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£65 001 - £75 000,,7,Middle,,3,Degree/ Equivalent,,4,Student,,4,30336
1,1626867944113,21/07/2021 11:45:44,1626867943196,1,21/07/2021 12:45:43,57003,8,questionnaire-4c1e,,14492492,5cea26087afd86001a34a5db,4311535,,complete,,60f805b14356267cad5448fe,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.164,1280x720,1280x577,,,,Exp 2_group and demographics,4,booked,No,36,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,> £100 000,,10,Lower-middle,,2,Postgraduate degree/ Equivalent,,5,Full-time,,1,40489
1,1626776954750,20/07/2021 10:29:14,1626776956306,1,20/07/2021 11:29:16,57003,8,questionnaire-4c1e,,14464310,5c362f46aa03c3000163e2d9,4300811,,complete,,60f6a4945bac50f86af7a4fc,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1280x720,1280x609,,,,Exp 2_group and demographics,4,booked,No,45,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£25 001 – £35 000,,3,Lower-middle,,2,Postgraduate degree/ Equivalent,,5,Self-employed,,3,58255
1,1626777072219,20/07/2021 10:31:12,1626777076782,1,20/07/2021 11:31:16,57003,8,questionnaire-4c1e,,14464363,60f2b4e80dc1981adcef7a41,4300774,,complete,,60f6a3556a307b684474de55,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1536x864,1536x754,,,,Exp 2_group and demographics,4,booked,No,32,No,,2,Polish,,164,Male,,2,Mixed/multiple ethnic groups,,3,£45 001 - £55 000,,5,Lower-middle,,2,Degree/ Equivalent,,4,Full-time,,1,67693
1,1626777080406,20/07/2021 10:31:20,1626777079312,1,20/07/2021 11:31:19,57003,8,questionnaire-4c1e,,14464367,5a9a8d551ade740001b8fc20,4300817,,complete,,60f6a49968bfb7474fb049f1,computer,Desktop or Laptop,Chromium OS 13904.77.0,Chrome 91.0.4472.147,1138x640,1423x652,,,,Exp 2_group and demographics,4,booked,No,28,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£25 001 – £35 000,,3,Lower-middle,,2,Higher education,,3,Unemployed,,5,46351
1,1626777201556,20/07/2021 10:33:21,1626777200077,1,20/07/2021 11:33:20,57003,8,questionnaire-4c1e,,14464419,60258a30f127f411c536a660,4300839,,complete,,60f6a56c1763bfe0716be3a6,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1920x1080,1345x889,,,,Exp 2_group and demographics,4,booked,No,50,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,> £100 000,,10,Lower-middle,,2,Degree/ Equivalent,,4,Full-time,,1,43336
1,1626777233757,20/07/2021 10:33:53,1626777234939,1,20/07/2021 11:33:54,57003,8,questionnaire-4c1e,,14464431,602b9c22dab92a2f7d5a95f5,4300823,,complete,,60f6a4fb42d87ec2bd8dcb72,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1366x768,1366x663,,,,Exp 2_group and demographics,4,booked,No,25,No,,2,Italian,,103,Female,,1,Other White Background,,2,£55 001 - £65 000,,6,Lower-middle,,2,Degree/ Equivalent,,4,Unemployed,,5,55182
1,1626777247313,20/07/2021 10:34:07,1626777247454,1,20/07/2021 11:34:07,57003,8,questionnaire-4c1e,,14464439,60d9f1f5e766b5f3eb00a7c4,4300854,,complete,,60f6a60b1f068e0e2ade55db,computer,Desktop or Laptop,Mac OS 10.12.6,Safari 12.1.2,1920x1080,1920x1017,,,,Exp 2_group and demographics,4,booked,No,25,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,> £100 000,,10,Upper-middle,,4,Degree/ Equivalent,,4,Full-time,,1,25083
1,1626867725179,21/07/2021 11:42:05,1626867725009,1,21/07/2021 12:42:05,57003,8,questionnaire-4c1e,,14492402,6028daf2a770da7b4c6bc0c9,4311591,,complete,,60f8078056229f55f714a366,computer,Desktop or Laptop,Windows 10,Chrome 91.0.4472.124,1920x1080,1920x937,,,,Exp 2_group and demographics,4,booked,No,33,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£35 001 - £45 000,,4,Lower-middle,,2,Postgraduate degree/ Equivalent,,5,Full-time,,1,30518
1,1626867995042,21/07/2021 11:46:35,1626867994685,1,21/07/2021 12:46:34,57003,8,questionnaire-4c1e,,14492512,605621810ceed89f02210a6e,4311621,,complete,,60f80845b80cda6137068058,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.164,2048x1152,1469x963,,,,Exp 2_group and demographics,4,booked,No,41,Yes,,1,Irish,,101,Female,,1,Other White Background,,2,£65 001 - £75 000,,7,Lower-middle,,2,Degree/ Equivalent,,4,Part-time,,2,60416
1,1626868111191,21/07/2021 11:48:31,1626868111115,1,21/07/2021 12:48:31,57003,8,questionnaire-4c1e,,14492549,5b8666f50e45b80001ad3cb3,4311626,,complete,,60f80897f1e0a7030d76bace,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 90.0.4430.212,1280x800,1280x721,,,,Exp 2_group and demographics,4,booked,No,25,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£35 001 - £45 000,,4,Middle,,3,Degree/ Equivalent,,4,Full-time,,1,28568
1,1626868117577,21/07/2021 11:48:37,1626868117511,1,21/07/2021 12:48:37,57003,8,questionnaire-4c1e,,14492550,5c9cead251ef7600154d4c60,4311634,,complete,,60f808ddd679d2298c304ccd,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.71,1280x720,1280x587,,,,Exp 2_group and demographics,4,booked,No,60,Yes,,1,British,,26,Female,,1,English/Welsh/Scottish/Northern Irish/British,,1,£55 001 - £65 000,,6,Working,,1,A-Levels/ Equivalent,,2,Full-time,,1,51303
1,1626868833152,21/07/2021 12:00:33,1626868833067,1,21/07/2021 13:00:33,57003,8,questionnaire-4c1e,,14492801,5f818c9c145bf623caf8d14b,4311673,,complete,,60f80b7eb22be137361610b2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 91.0.4472.114,1440x900,1313x725,,,,Exp 2_group and demographics,4,booked,No,26,Yes,,1,Italian,,103,Female,,1,Other White Background,,2,£45 001 - £55 000,,5,Upper-middle,,4,Postgraduate degree/ Equivalent,,5,Full-time,,1,33649
END OF FILE
